geneName	baseMean	log2FC	lfcSE	stat	pvalue	padj
Gm26968	1.701270811	-0.124484444	0.185923054	-0.669548191	0.50314585	0.999630442
Id2	152.9432677	-1.090503121	0.184752274	-5.902515293	3.58E-09	6.43E-08
Abl2	4970.246886	-0.266868353	0.0885485	-3.013809982	0.002579893	0.017351711
Cln8	1291.727232	0.698327975	0.092874832	7.519022722	5.52E-14	1.55E-12
1700030F04Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Slc5a4b	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Med28	6999.023583	0.151991515	0.075078716	2.024428811	0.04292605	0.187364137
Bmt2	2729.519948	-0.447387681	0.075245233	-5.945727901	2.75E-09	5.02E-08
Slc39a6	2268.461124	-0.471942814	0.077485541	-6.090721033	1.12E-09	2.14E-08
Klf17	2.685565396	-0.056424027	0.218448709	-0.258294167	0.796179887	0.999630442
Phgdh-ps1	969.0004403	0.024367428	0.09419355	0.258695288	0.795870356	0.999630442
Fam228a	4.743292926	0.101022942	0.257387965	0.392492875	0.694694075	0.999630442
1810030O07Rik	4774.888194	0.137769527	0.073290453	1.879774517	0.060138815	0.246004314
Gm12109	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Edn3	1.18005199	0.035011212	0.163768964	0.213784171	0.830715369	0.999630442
Tango2	9283.861422	0.186771644	0.078131776	2.390469697	0.016826838	0.086455689
Dusp11	15954.31485	0.005514518	0.06571288	0.083918365	0.933121338	0.999630442
Cdc42	64887.88536	-0.512091483	0.062310289	-8.218409747	2.06E-16	7.06E-15
Erich4	1.337318597	-0.062222141	0.171723378	-0.362339374	0.717098438	0.999630442
Ell2	33879.24348	0.482494176	0.069253004	6.967122671	3.23E-12	7.75E-11
Uap1l1	468.7587466	-1.413691768	0.127264396	-11.10830531	1.14E-28	7.26E-27
B3gat3	2336.689259	0.502399363	0.089034132	5.642772609	1.67E-08	2.77E-07
Scpep1	2333.026546	0.619231024	0.081048545	7.640248493	2.17E-14	6.32E-13
Fam71f2	21.90799153	-0.012568356	0.296081444	-0.042448982	0.966140782	0.999630442
Ube2j2	8869.611492	0.040286657	0.073740921	0.546327007	0.584841175	0.999630442
Agl	5246.199321	0.003755618	0.082269889	0.045649976	0.963589236	0.999630442
Gm26511	2.030939547	-0.000112568	0.193999954	-0.000580247	0.99953703	0.999868553
Gm17249	19.40664424	0.057679811	0.296555731	0.194499059	0.845785133	0.999630442
Nat8l	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm12104	1.35887542	0.000240415	0.172818926	0.001391138	0.998890033	0.999630442
Rpl21-ps13	1.19068061	0.036415387	0.16416641	0.221819963	0.824454038	0.999630442
Gm10138	304.1518014	0.267851186	0.147988305	1.809948333	0.0703038	0.277921571
Piga	7046.472806	0.617589565	0.070158308	8.802800107	1.33E-18	5.23E-17
Atp11a	1.18005199	0.035011212	0.163768964	0.213784171	0.830715369	0.999630442
Dnah7a	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Popdc2	2276.931349	0.350671279	0.084131684	4.168123873	3.07E-05	0.000318181
Dtl	25078.48975	0.462258316	0.069790528	6.62351076	3.51E-11	7.73E-10
Trappc8	10988.71547	0.027188969	0.065354489	0.416022974	0.677393192	0.999630442
Rhbdf2	1095.490973	0.113156785	0.101568907	1.114088839	0.265241076	0.761325287
Phb2	48646.23239	0.086210419	0.068565017	1.257352832	0.208625901	0.642149222
RP23-371K6.1	1.331467189	0.003871543	0.171015792	0.022638509	0.981938626	0.999630442
2310015A10Rik	270.3748485	0.481171713	0.146976313	3.273804497	0.0010611	0.007895658
Nol4	3.569828537	-0.364200997	0.236455043	-1.540254726	0.123498275	0.433020468
7530416G11Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Rbbp7	42158.08168	0.021706358	0.067776092	0.320265698	0.748766924	0.999630442
Gm15785	29.7153129	-0.330104392	0.284119193	-1.161851785	0.245295675	0.722259487
Gm38166	5.01841551	0.012043362	0.261634368	0.046031271	0.963285326	0.999630442
Alg6	5151.2465	0.125592963	0.069524695	1.806451099	0.070847906	0.279426581
Zbtb5	2026.934214	-0.057053788	0.083854151	-0.680393129	0.49625557	0.999630442
9930021J03Rik	5136.916887	0.161975041	0.087480348	1.851559175	0.06408915	0.258330433
Slc35d2	413.0110482	-1.641666315	0.129773937	-12.65020042	1.12E-36	1.02E-34
Rbck1	12411.76013	0.232043978	0.073822825	3.143255176	0.001670801	0.01178427
Rprd1a	1323.382277	-0.342105567	0.090477369	-3.781117536	0.000156126	0.001407713
Gm15819	1.164800522	-0.029296627	0.163064765	-0.179662524	0.857417516	0.999630442
Eif2ak3	1371.575578	-0.004457929	0.094154572	-0.047346918	0.962236735	0.999630442
Pola1	14866.56836	0.211587761	0.067312929	3.14334501	0.001670288	0.011783894
Gm43850	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm2810	386.7540317	0.16284733	0.131598867	1.237452372	0.215919186	0.657966138
Tekt5	3.144288623	-0.117115567	0.225385587	-0.519623143	0.603326265	0.999630442
Vps29	6400.959163	-0.067381215	0.071247145	-0.94573916	0.344281644	0.902232308
Mir7675	1.18005199	0.034965854	0.163636426	0.213680135	0.830796504	0.999630442
Rrm1	90575.15556	0.238404299	0.066728573	3.572746861	0.000353256	0.00295459
Lbx2	3.020619657	0.175666985	0.225514357	0.778961425	0.436002438	0.999630442
Dgat1	1006.046196	0.047956233	0.103576727	0.463002013	0.643362925	0.999630442
Gm15585	1.358421472	-0.063827778	0.171806457	-0.371509774	0.710257878	0.999630442
Gm8503	96.96790264	0.145739187	0.209873822	0.694413366	0.487423014	0.999630442
Gm8550	1.498133855	0.035364483	0.178938434	0.197634921	0.843330711	0.999630442
Trim30b	2.727887093	-0.294787378	0.217837299	-1.353245653	0.175977165	0.568232351
Gm26606	58.45469437	0.085780461	0.247161785	0.347061991	0.728544747	0.999630442
Nefh	6536.028972	0.00802395	0.090982354	0.088192374	0.929723778	0.999630442
Plscr1	906.8078789	-0.575218014	0.103893771	-5.536597732	3.08E-08	4.98E-07
Acan	1.509836671	-0.093128307	0.179034746	-0.520168901	0.602945859	0.999630442
Gm42577	1.331467189	0.0039487	0.171695514	0.02299827	0.981651653	0.999630442
Ankhd1	7749.846279	-0.167523551	0.086765523	-1.930761712	0.053512527	0.223713062
Rnf187	22226.60273	0.347255926	0.069541998	4.993470686	5.93E-07	8.12E-06
Gm26699	36.8178383	0.21809998	0.281483365	0.774823691	0.438443848	0.999630442
Cyp11b1	1.87688359	-0.031911165	0.193055334	-0.165295434	0.868711453	0.999630442
Selenow	2607.99345	0.306121944	0.081524061	3.754988883	0.000173349	0.001551554
Tamm41	3899.174753	-0.060822421	0.074384451	-0.817676548	0.413541905	0.999630442
Klhl14	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Mfsd4b4	556.2879149	-0.051015823	0.1127385	-0.452514652	0.650898268	0.999630442
Adam19	2.35272443	0.185176282	0.208937963	0.88627399	0.375469901	0.951740552
2810001G20Rik	580.9370968	0.360838242	0.1144619	3.152474695	0.001618929	0.011456185
Fgd5	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
4930488N24Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
C78283	1.19068061	0.036415387	0.16416641	0.221819963	0.824454038	0.999630442
Rnu3a	10.46967416	-0.057019827	0.291979201	-0.195287291	0.845168045	0.999630442
Mettl23	1850.305669	0.242178189	0.08842885	2.738678485	0.006168667	0.036902667
Ndufb4c	410.090189	0.256897676	0.133805174	1.919938287	0.054865695	0.228291129
Rttn	3076.792228	0.092088414	0.077797008	1.183701229	0.236531352	0.704376857
Rhoh	1824.900421	-1.602341208	0.084541563	-18.95329521	4.15E-80	1.69E-77
Snord42a	5.366546364	0.059369386	0.264941569	0.224084829	0.822691297	0.999630442
Gm37110	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Vkorc1l1	16771.62791	-0.073081952	0.065267363	-1.119731961	0.262828001	0.756693311
Mir6911	1.18005199	0.035011212	0.163768964	0.213784171	0.830715369	0.999630442
Cdc73	13584.50822	0.127997706	0.065063247	1.967281236	0.049150797	0.208882745
Gm6425	5.842648366	0.074028952	0.269621869	0.27456583	0.783649822	0.999630442
Gm21817	54.02427454	-0.108344989	0.260215367	-0.416366603	0.677141763	0.999630442
D030025P21Rik	1.357347277	0.068561556	0.172401999	0.397684229	0.690862964	0.999630442
Gm26631	19.26348256	0.110553207	0.297714726	0.371339398	0.710384757	0.999630442
Myo10	1.342095809	0.005257215	0.171357084	0.030679883	0.975524834	0.999630442
Gm15954	11.21014104	0.335408111	0.29572535	1.134187889	0.256715743	0.745193193
Hk1os	77.12937072	0.23811199	0.225236696	1.057163395	0.290437023	0.806828848
Bmt2	2729.519948	-0.447387681	0.075245233	-5.945727901	2.75E-09	5.02E-08
2010310C07Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm29170	219.69955	-0.523671764	0.16036137	-3.265573017	0.001092428	0.008089773
Ptpdc1	1.871032183	0.027299914	0.189456461	0.144095978	0.885424681	0.999630442
A530021J07Rik	1.164800522	-0.029296627	0.163064765	-0.179662524	0.857417516	0.999630442
Wdr78	179.114714	0.326356115	0.168708667	1.93443597	0.053059548	0.22200666
Nagpa	2567.613654	-0.271571961	0.080349621	-3.379878563	0.000725179	0.005635348
C230096K16Rik	9.878266962	-0.03461866	0.291664657	-0.118693366	0.905518293	0.999630442
Ptpra	6591.656469	0.072753153	0.072452145	1.004154579	0.315304111	0.850924559
Ppp4r3b	19023.49023	0.043764601	0.065236359	0.670862101	0.502308382	0.999630442
Zfp251	6041.693112	0.141824307	0.075661862	1.874449067	0.060868556	0.248195867
Gm12061	1.843623952	0.033068866	0.193096709	0.171255463	0.864022899	0.999630442
Zfp507	4668.469038	0.002979822	0.080580065	0.036979648	0.970501233	0.999630442
Igkv5-39	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Fmnl2	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
4930573C15Rik	1.164800522	-0.029296627	0.163064765	-0.179662524	0.857417516	0.999630442
Plekhn1	46.70610868	0.452900331	0.264822749	1.710201758	0.087228571	0.330222446
Gm10434	18.82855002	-0.098028936	0.29695787	-0.330110583	0.741316407	0.999630442
Ccdc96	53.9432672	0.442189118	0.251665749	1.757049262	0.078909413	0.304525991
Ino80dos	200.9607944	0.167821263	0.16394982	1.023613583	0.306017827	0.834304314
Lipt2	927.3370149	0.222385043	0.101930705	2.181727698	0.029129635	0.135491099
Ppp1ccb	16035.86523	0.014303674	0.066186966	0.216110125	0.828901908	0.999630442
Tpm3	11211.72085	-0.413122527	0.069975353	-5.903829084	3.55E-09	6.39E-08
Gramd3	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Hmgb3	17824.41495	0.515846144	0.070391976	7.328195281	2.33E-13	6.19E-12
Plekhg4	2.688814466	0.063920751	0.219699537	0.290946224	0.771092448	0.999630442
Alg12	2134.559425	0.002977706	0.091691752	0.032475184	0.974093106	0.999630442
Rab6a	13700.72794	0.323732503	0.068739975	4.70952313	2.48E-06	3.09E-05
4930519F24Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Specc1l	3327.282655	0.026247591	0.080889654	0.324486372	0.745569838	0.999630442
Ms4a7	1.185903398	-0.032194404	0.163968272	-0.196345324	0.844339888	0.999630442
Gpr50	1.531393494	-0.032622953	0.180394697	-0.180842083	0.85649153	0.999630442
Pbrm1	16570.32441	0.060810874	0.082364722	0.738312136	0.460324793	0.999630442
Ccdc14	2774.221925	-0.029244542	0.078158003	-0.374172077	0.708276297	0.999630442
Usp22	4527.408202	0.002659916	0.077773077	0.034200988	0.972716879	0.999630442
Marcksl1	3108.478936	0.57500731	0.088726034	6.480705633	9.13E-11	1.95E-09
Gm11701	3.169975926	-0.306573038	0.228833657	-1.339720046	0.180336378	0.57810407
Gm37132	2.194965456	-0.030580918	0.202062713	-0.151343695	0.879704603	0.999630442
Mir3079	1.192208753	-0.033004048	0.164169531	-0.201036378	0.840670129	0.999630442
Olfr543	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Lsm12	6561.807186	-0.094560143	0.067701871	-1.396713886	0.162499627	0.535101466
Pcgf6	12907.96523	0.167600307	0.069405159	2.414810512	0.015743398	0.081883543
Atg13	3633.356475	0.106982119	0.080360029	1.331285224	0.183095178	0.584828478
Coa6	1467.51728	0.004095957	0.086339971	0.047439868	0.962162655	0.999630442
Atp6ap2	8535.573258	-0.036742165	0.068687233	-0.534919861	0.592705274	0.999630442
Glrx3	6352.854019	0.132134338	0.071399806	1.850626009	0.064223375	0.258680304
Surf2	5481.881399	0.079021312	0.073304835	1.077982275	0.281041666	0.791272179
H3c2	23.57710434	-0.131493642	0.29362614	-0.447826756	0.654278232	0.999630442
Rbbp7	42158.08168	0.021706358	0.067776092	0.320265698	0.748766924	0.999630442
Med10	10238.7427	0.122864929	0.074103367	1.658020855	0.097313257	0.360161545
Rpl28-ps3	361.0833244	0.185386176	0.13657838	1.357361068	0.174666512	0.564727171
Gm12345	287.3719431	0.049015104	0.146673901	0.334177408	0.738245691	0.999630442
Trbv12-3	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Crbn	4618.275464	0.168903397	0.075873468	2.226119365	0.026006187	0.123379085
1500012K07Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm5387	1.18005199	0.035011212	0.163768964	0.213784171	0.830715369	0.999630442
Gm13246	1.19068061	0.036415387	0.16416641	0.221819963	0.824454038	0.999630442
Scn7a	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
4930487D11Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm43668	134.7572344	-0.471680914	0.195135107	-2.417201708	0.015640347	0.081496281
4933406D12Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Dot1l	9960.852797	0.099421911	0.076438988	1.300670172	0.193371376	0.60781308
Prpf40a	23951.46174	-0.123557209	0.070118168	-1.762128317	0.07804762	0.301883525
Snx29	95.69247904	0.528467333	0.220337465	2.398445191	0.01646484	0.084929838
Akr1b10	563.7630937	-0.798552863	0.119568357	-6.67863037	2.41E-11	5.41E-10
RP23-416I23.6	1.727150899	-0.060465452	0.185338187	-0.326243895	0.744239833	0.999630442
Ldha-ps	1.834223892	-0.089295422	0.192345227	-0.464245581	0.642471808	0.999630442
Gm5697	38.01861623	-0.172990636	0.2739374	-0.631496962	0.527715635	0.999630442
Pon1	1.887058263	-0.092328304	0.193727217	-0.476589223	0.633654659	0.999630442
Gm6108	7.521946826	0.07578014	0.28228761	0.268450111	0.788352871	0.999630442
Fkbp11	3469.917441	-0.126096004	0.08622249	-1.46244912	0.143618178	0.487042011
Mn1	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm13885	1.331467189	0.003871543	0.171015792	0.022638509	0.981938626	0.999630442
Fam161b	158.6843679	0.865071564	0.179313161	4.824361799	1.40E-06	1.81E-05
Lyrm7	1759.120456	0.379345586	0.081064803	4.679535053	2.88E-06	3.55E-05
Cd300lb	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Tamm41	3899.174753	-0.060822421	0.074384451	-0.817676548	0.413541905	0.999630442
Fcer1g	4.327280952	0.010927175	0.250270468	0.043661462	0.965174259	0.999630442
Gm973	1.534642564	0.100252326	0.179935128	0.557158168	0.577419368	0.999630442
F630028O10Rik	4.076492977	-0.259542152	0.2461109	-1.054573985	0.291620207	0.809418042
Bloc1s1	124.1331789	0.138170767	0.193849918	0.712771861	0.475986941	0.999630442
Capn15	1724.078024	0.404301388	0.086125499	4.694328522	2.67E-06	3.32E-05
Bola2	5067.877096	-0.03879785	0.077484767	-0.500715832	0.616571129	0.999630442
Chrna1	1.985185143	-0.174945048	0.196201654	-0.891659395	0.372575524	0.947209115
Nfe2l3	2.025542086	0.117183816	0.196537943	0.596240165	0.551014797	0.999630442
Gins4	5868.169046	0.249960534	0.074500517	3.355151685	0.000793215	0.00610854
Rab29	1481.611195	-0.455621511	0.0920324	-4.950664256	7.40E-07	9.97E-06
Gm12094	2.491490498	-0.081746108	0.212712845	-0.384302641	0.700754151	0.999630442
Sos2	4989.137803	0.315466151	0.072220723	4.368083552	1.25E-05	0.000138649
Wnt3a	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm15981	2.3707326	0.06388723	0.211046818	0.302715912	0.762106371	0.999630442
Map3k6	3260.708215	-0.48236952	0.086772103	-5.559039162	2.71E-08	4.39E-07
Gm6222	49.2335125	-0.039597364	0.255820882	-0.154785504	0.876990419	0.999630442
Ifit1bl1	63.74456982	-1.286701413	0.255998695	-5.026203015	5.00E-07	6.94E-06
Gm12474	3.678806093	0.047950186	0.231013777	0.207564182	0.835569274	0.999630442
Gm10250	15941.19674	0.283412922	0.06896886	4.10928819	3.97E-05	0.000402841
Cd200r3	10.75337438	-0.324262906	0.293156517	-1.10610847	0.268679573	0.768272033
Ccng2	687.2804869	-0.696340846	0.10582668	-6.580012222	4.70E-11	1.03E-09
4731419I09Rik	1.352570064	0.001051834	0.171819204	0.006121751	0.99511558	0.999630442
Sprr1a	2.203457621	-0.025925885	0.199268313	-0.130105406	0.896483033	0.999630442
Lgals3	17.76959372	-0.780768743	0.298433887	-2.616220134	0.008890922	0.050257806
Gm25889	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm8719	1712.123607	0.065621567	0.087704932	0.7482084	0.454334465	0.999630442
Kcnq1ot1	188.3003603	-0.22073279	0.1720672	-1.282828978	0.199551999	0.621754875
Plekhg4	2.688814466	0.063920751	0.219699537	0.290946224	0.771092448	0.999630442
Med15	8842.103062	0.240417465	0.072928688	3.296610297	0.000978592	0.007352641
Gatad2a	11036.71966	0.040162655	0.071381304	0.562649503	0.573673576	0.999630442
Gm37420	1.343623952	-0.062998142	0.171899572	-0.366482251	0.714005254	0.999630442
Gm9939	12.34442129	-0.078973015	0.29756038	-0.265401645	0.790700069	0.999630442
Myo7b	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm13556	1.19068061	0.036415387	0.16416641	0.221819963	0.824454038	0.999630442
Khnyn	987.5937846	-0.173021096	0.094752777	-1.826026661	0.067846246	0.270962463
Gm15672	14.13423409	-0.290553089	0.298483325	-0.973431562	0.330338859	0.877496593
Gm8696	8.942440417	-0.027646187	0.287946733	-0.096011464	0.923511467	0.999630442
2610306M01Rik	434.9939831	0.049875829	0.122445863	0.407329636	0.683765899	0.999630442
Gm5302	1.67065193	0.003201177	0.185967483	0.017213639	0.986266181	0.999630442
Gm28271	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
4833411C07Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gclc	15971.51661	0.531322547	0.0729763	7.280754785	3.32E-13	8.72E-12
Gm42918	3.931216833	-0.022349365	0.242045098	-0.092335542	0.926431451	0.999630442
Dsg1c	1.185903398	-0.032194404	0.163968272	-0.196345324	0.844339888	0.999630442
Ugt1a6a	1.185903398	-0.032194404	0.163968272	-0.196345324	0.844339888	0.999630442
4933424N20Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Zfp748	3917.06515	0.037448147	0.074007661	0.506003655	0.612854084	0.999630442
Cib3	1.164800522	-0.029296627	0.163064765	-0.179662524	0.857417516	0.999630442
Gm7571	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
1700039M10Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Dand5	227.1331588	0.057470512	0.155271348	0.370129536	0.711285976	0.999630442
Gm5830	446.0408111	0.270464681	0.122390737	2.209846009	0.027115851	0.127792728
Gm17782	1.18005199	0.034965854	0.163636426	0.213680135	0.830796504	0.999630442
Adamtsl4	4.683527549	-0.390047681	0.251267549	-1.552320158	0.120585637	0.424782033
Gm4349	53.32230141	0.569837522	0.255496864	2.230311217	0.025726789	0.122265322
Gm15925	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm16471	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Ccin	1.710216924	-0.064686932	0.187517526	-0.344964728	0.730120888	0.999630442
Clca4b	1.192208753	-0.033004048	0.164169531	-0.201036378	0.840670129	0.999630442
Gm11779	1.192208753	-0.033004048	0.164169531	-0.201036378	0.840670129	0.999630442
Themis2	162.975861	-1.735361695	0.188540696	-9.204175706	3.44E-20	1.47E-18
Khnyn	987.5937846	-0.173021096	0.094752777	-1.826026661	0.067846246	0.270962463
Gm11258	3.691117221	0.006903281	0.240830421	0.028664489	0.977132179	0.999630442
Krtap7-1	1.192208753	-0.033004048	0.164169531	-0.201036378	0.840670129	0.999630442
5430427M07Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Unc5cl	382.8811261	0.650999351	0.138079913	4.714656454	2.42E-06	3.02E-05
Gm45354	1.18005199	0.035011212	0.163768964	0.213784171	0.830715369	0.999630442
1700061F12Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Mcf2	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Mfap5	1.982882388	0.064787732	0.195949828	0.330634288	0.740920744	0.999630442
Gm43800	4.725139538	0.159837222	0.255413565	0.625797702	0.531447639	0.999630442
Il12rb1	237.2211959	-0.245529225	0.153587136	-1.59863144	0.10990252	0.395735462
Pspn	1.644926207	-0.050453595	0.182970266	-0.275747511	0.782742001	0.999630442
RP24-77I7.2	6.728516488	0.142151602	0.276547338	0.514022673	0.607236139	0.999630442
Mir491	1.18005199	0.035011212	0.163768964	0.213784171	0.830715369	0.999630442
4930571N24Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Zfand3	2152.773493	-0.282850704	0.081984264	-3.450060914	0.00056046	0.004459463
Pcdhga3	1.19068061	0.036415387	0.16416641	0.221819963	0.824454038	0.999630442
Trbc1	1.185903398	-0.032194404	0.163968272	-0.196345324	0.844339888	0.999630442
Ccdc127	14717.90101	0.179553326	0.068485158	2.621784513	0.008747072	0.04954292
Gm27011	46.45194162	-0.38091453	0.265241056	-1.436106974	0.150971904	0.505512503
Wdr55	12300.61038	0.235781511	0.069421638	3.396369176	0.000682862	0.005332351
Tpp2	22856.39011	-0.148490345	0.064539276	-2.300774885	0.021404359	0.105184791
Xlr4a	5.318771451	-0.27859264	0.263710658	-1.056432993	0.290770439	0.807583728
Gm11745	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
4930458D05Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Ahcyl1	22377.24539	0.192955409	0.067334351	2.865631075	0.004161789	0.026211201
4930578G10Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm16853	8.753100325	0.135622372	0.288890285	0.469459787	0.638741022	0.999630442
Arhgap29	838.6990607	1.170937005	0.105613066	11.08704681	1.45E-28	9.14E-27
Cenpb	11712.58596	0.379447254	0.082860265	4.579363252	4.66E-06	5.52E-05
Gm28942	1.513385323	0.094814456	0.177891323	0.532990899	0.59403988	0.999630442
Gm5447	2.532622054	0.03092352	0.214838323	0.143938564	0.885548983	0.999630442
Gm25838	1.192208753	-0.033004048	0.164169531	-0.201036378	0.840670129	0.999630442
9530056K15Rik	57.7759803	-0.337200098	0.245037791	-1.376114664	0.168786136	0.551343686
Gm26606	58.45469437	0.085780461	0.247161785	0.347061991	0.728544747	0.999630442
Arhgap27os2	2.17188049	-0.024031163	0.204285633	-0.117635111	0.906356783	0.999630442
Ldhc	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm13168	1.346718657	0.066030892	0.171449775	0.385132569	0.700139199	0.999630442
Gm9823	3.088667076	-0.002064148	0.228085917	-0.009049869	0.992779348	0.999630442
H3f3a	38112.40568	0.284475876	0.066033862	4.30803028	1.65E-05	0.000179113
Adam4	27.4093749	-0.174236401	0.289059533	-0.602769954	0.546661738	0.999630442
Hdac11	30.41733872	0.815306769	0.285001201	2.860713453	0.004226889	0.026556002
Gm44710	4.173224996	-0.017381949	0.250111884	-0.069496692	0.944594266	0.999630442
Hydin	1.19068061	0.036415387	0.16416641	0.221819963	0.824454038	0.999630442
Gm5710	6.549975304	-0.190582605	0.275203672	-0.69251476	0.48861412	0.999630442
Foxi1	1.192208753	-0.033004048	0.164169531	-0.201036378	0.840670129	0.999630442
Slc22a18	168.5681065	-1.63772209	0.192310655	-8.516023674	1.65E-17	6.04E-16
Fam126a	13794.45619	-0.037055679	0.068195808	-0.543371797	0.58687384	0.999630442
Samd7	3.192645364	-0.13523436	0.230988162	-0.585460132	0.558238366	0.999630442
Pmp22	1.337318597	-0.062222141	0.171723378	-0.362339374	0.717098438	0.999630442
Soga1	15.74491193	-0.363196152	0.298846137	-1.215328248	0.224240922	0.677450022
Dbf4	14265.42822	0.211029714	0.068983333	3.059140571	0.00221973	0.015155844
Cct2	98766.87412	0.022414394	0.064827383	0.345755036	0.729526819	0.999630442
Bin3	3676.407516	-0.216222857	0.07965064	-2.714640549	0.006634774	0.039251666
Klk14	1.346718657	0.066030892	0.171449775	0.385132569	0.700139199	0.999630442
Ibtk	13259.44677	0.068606206	0.063942107	1.072942514	0.283296909	0.794666318
Il33	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Tex10	8860.371262	-0.077986894	0.067455534	-1.156122997	0.247630851	0.727132164
Gm33366	6.034403171	-0.134359878	0.270274782	-0.497123252	0.619102139	0.999630442
Rock1	9502.480969	-0.053380114	0.076606863	-0.696805904	0.485924271	0.999630442
Cdkl4	105.8972318	0.019492225	0.206013213	0.094616383	0.924619536	0.999630442
Gm8823	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm22043	1.847947217	0.035227573	0.193248842	0.182291251	0.855354164	0.999630442
Med29	1153.514282	0.08626103	0.096393979	0.894879849	0.37085132	0.944694942
1700016L21Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Phf20	2947.158458	-0.106789065	0.077900306	-1.37084268	0.170424003	0.555068121
Gm11537	1.331467189	0.003871543	0.171015792	0.022638509	0.981938626	0.999630442
Wdr43	37656.66954	-0.09714997	0.065611092	-1.480694305	0.138688052	0.474476649
Gm37745	2.473636693	0.039766155	0.205968834	0.193068796	0.84690509	0.999630442
Dnajb9	962.9085874	0.002152662	0.095100804	0.022635583	0.98194096	0.999630442
AA413626	11.98120947	0.303066639	0.296665135	1.021578215	0.306980573	0.836001068
Mocos	67.73809531	0.172965257	0.23629636	0.731984431	0.464178071	0.999630442
Rps2-ps10	22973.06127	0.324804419	0.186614238	1.740512532	0.081769061	0.313342876
Lrrc14b	6.527593514	-0.097089864	0.273641391	-0.354806937	0.722734231	0.999630442
Gm8818	10.45416972	0.394983267	0.293400679	1.346224792	0.178230032	0.573358011
1700001J11Rik	1.185903398	-0.032194404	0.163968272	-0.196345324	0.844339888	0.999630442
Rpf1	10915.85112	0.068629925	0.07062161	0.971797796	0.331151153	0.87884406
Padi4	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm12799	1362.679305	0.110247249	0.087276378	1.263196896	0.206518428	0.63719157
Me3	1.18005199	0.034965854	0.163636426	0.213680135	0.830796504	0.999630442
Syt14	180.0378764	1.415032226	0.181909697	7.77876193	7.32E-15	2.17E-13
